test_comment,test_index,Timestamp,PSU_FB_U_VDC,PSU_FB_I_AMP,PSU_FB_W_WATT,PSU_CMD_U_VDC,PSU_CMD_I_AMP,PSU_CMD_OUTPUT,LCR_PRIMARY,LCR_SECONDARY,UV_R_mOhm,UW_R_mOhm,VW_R_mOhm,UV_L_µH,UW_L_µH,VW_L_µH,U_U_VDC,V_U_VDC,W_U_VDC,U_I_AMP,V_I_AMP,W_I_AMP,PWM_FB_DC_%,PWM_FB_VDC,PWM_FB_Hz,PWM_CMD_DC_%,PWM_CMD_VDC,PWM_CMD_Hz,DO_RELAY_U_LCR_A,DO_RELAY_V_LCR_A,DO_RELAY_V_LCR_B,DO_RELAY_W_LCR_B,DIFF_UV_UW_L_µH,DIFF_UV_VW_L_µH,DIFF_UW_VW_L_µH,DIFF_UV_UW_R_mOhm,DIFF_UV_VW_R_mOhm,DIFF_UW_VW_R_mOhm,DIFF_UV_U_VDC,DIFF_UW_U_VDC,DIFF_VW_U_VDC
Disconnect all LCR Relays,12,3708652185.597201,6.211621,4.571940,28.399160,0.000000,0.000000,0.000000,7.278630,4.834264,0.000000,0.000000,0.000000,7.278630,0.000000,0.000000,-52.862316,-54.466456,-56.403104,-29.282747,-30.002369,-30.453110,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,7.278630,7.278630,0.000000,0.000000,0.000000,0.000000,1.604140,3.540788,1.936648
Wait 2 seconds for relays to settle,13,3708652188.611620,0.691530,1.559484,1.078430,0.000000,0.000000,0.000000,6.353778,4.925753,0.000000,0.000000,0.000000,6.353778,0.000000,0.000000,49.926291,52.029293,54.298821,28.792551,29.701767,30.765435,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.353778,6.353778,0.000000,0.000000,0.000000,0.000000,-2.103002,-4.372530,-2.269528
Connect LCR to U and W,14,3708652188.611620,0.691530,1.559484,1.078430,0.000000,0.000000,0.000000,6.353778,4.925753,0.000000,0.000000,0.000000,6.353778,0.000000,0.000000,49.926291,52.029293,54.298821,28.792551,29.701767,30.765435,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.353778,6.353778,0.000000,0.000000,0.000000,0.000000,-2.103002,-4.372530,-2.269528
Wait 2 seconds for relays to settle,15,3708652191.632620,5.272105,2.909550,15.339454,0.000000,0.000000,0.000000,4.456565,3.619046,0.000000,0.000000,0.000000,4.364926,4.456565,0.000000,-50.337506,-52.453504,-53.150020,-29.239470,-29.159402,-29.383508,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-0.091639,4.364926,4.456565,0.000000,0.000000,0.000000,2.115998,2.812514,0.696516
Tare the LCR Meter,16,3708652191.632620,5.272105,2.909550,15.339454,0.000000,0.000000,0.000000,4.456565,3.619046,0.000000,0.000000,0.000000,4.364926,4.456565,0.000000,-50.337506,-52.453504,-53.150020,-29.239470,-29.159402,-29.383508,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-0.091639,4.364926,4.456565,0.000000,0.000000,0.000000,2.115998,2.812514,0.696516
Measure U W Resistance,17,3708652192.637661,2.427120,4.926426,11.957027,0.000000,0.000000,0.000000,2.096527,4.630705,0.000000,0.000000,0.000000,4.364926,2.096527,0.000000,-51.904081,-49.225662,-47.055970,-22.329462,-22.055773,-19.270909,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,2.268399,4.364926,2.096527,0.000000,0.000000,0.000000,-2.678418,-4.848111,-2.169693
Preparing to measure resistance between V and W,18,3708652194.555781,9.557130,8.508715,81.318898,0.000000,0.000000,0.000000,-1.330123,4.095084,0.000000,0.000000,0.000000,4.364926,-1.330123,0.000000,41.089506,45.336366,47.277120,26.107838,28.279142,28.130377,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,5.695050,4.364926,-1.330123,0.000000,0.000000,0.000000,-4.246860,-6.187613,-1.940754
Disconnect all LCR Relays,19,3708652194.555781,9.557130,8.508715,81.318898,0.000000,0.000000,0.000000,-1.330123,4.095084,0.000000,0.000000,0.000000,4.364926,-1.330123,0.000000,41.089506,45.336366,47.277120,26.107838,28.279142,28.130377,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,5.695050,4.364926,-1.330123,0.000000,0.000000,0.000000,-4.246860,-6.187613,-1.940754
Wait 2 seconds for relays to settle,20,3708652197.571515,8.430500,4.455735,37.564071,0.000000,0.000000,0.000000,4.245091,3.020006,0.000000,0.000000,0.000000,4.364926,4.245091,0.000000,-38.648045,-40.107675,-46.701539,-24.321446,-25.733979,-27.582628,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119836,4.364926,4.245091,0.000000,0.000000,0.000000,1.459630,8.053494,6.593864
Connect LCR to V and W,21,3708652197.571515,8.430500,4.455735,37.564071,0.000000,0.000000,0.000000,4.245091,3.020006,0.000000,0.000000,0.000000,4.364926,4.245091,0.000000,-38.648045,-40.107675,-46.701539,-24.321446,-25.733979,-27.582628,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119836,4.364926,4.245091,0.000000,0.000000,0.000000,1.459630,8.053494,6.593864
Wait 2 seconds for relays to settle,22,3708652200.588475,1.123113,8.658068,9.723987,0.000000,0.000000,0.000000,-2.671946,9.287636,0.000000,0.000000,0.000000,4.364926,4.245091,-2.671946,38.457444,42.874978,43.306985,24.677248,25.624318,27.051547,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.119836,7.036872,6.917037,0.000000,0.000000,0.000000,-4.417534,-4.849541,-0.432007
Tare the LCR Meter,23,3708652200.588475,1.123113,8.658068,9.723987,0.000000,0.000000,0.000000,-2.671946,9.287636,0.000000,0.000000,0.000000,4.364926,4.245091,-2.671946,38.457444,42.874978,43.306985,24.677248,25.624318,27.051547,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.119836,7.036872,6.917037,0.000000,0.000000,0.000000,-4.417534,-4.849541,-0.432007
Measure V W Resistance,24,3708652201.590946,6.749451,7.755600,52.346038,0.000000,0.000000,0.000000,3.311702,0.394450,0.000000,0.000000,0.000000,4.364926,4.245091,3.311702,59.115525,56.084407,55.478729,27.051555,26.152042,24.876544,0.626841,3.631847,161.310160,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.119836,1.053224,0.933389,0.000000,0.000000,0.000000,3.031118,3.636797,0.605679
Preparing to measure phase inductance,25,3708652207.452916,1.888318,9.178180,17.331327,0.000000,0.000000,0.000000,11.577036,-2.931152,0.000000,0.000000,0.000000,4.364926,4.245091,11.577036,57.207395,56.192704,58.953906,31.169834,29.606605,29.142706,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.119836,-7.212109,-7.331945,0.000000,0.000000,0.000000,1.014690,-1.746512,-2.761202
Set LCR to measure inductance,26,3708652207.452916,1.888318,9.178180,17.331327,0.000000,0.000000,0.000000,11.577036,-2.931152,0.000000,0.000000,0.000000,4.364926,4.245091,11.577036,57.207395,56.192704,58.953906,31.169834,29.606605,29.142706,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.119836,-7.212109,-7.331945,0.000000,0.000000,0.000000,1.014690,-1.746512,-2.761202
Preparing to measure inductance between U and V,27,3708652209.661912,7.902901,5.078203,40.132534,0.000000,0.000000,0.000000,8.440576,-8.944841,0.000000,0.000000,0.000000,4.364926,4.245091,8.440576,-23.821794,-27.649793,-34.718845,-18.749555,-21.738396,-23.977974,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.119836,-4.075649,-4.195485,0.000000,0.000000,0.000000,3.827999,10.897051,7.069052
Disconnect all LCR Relays,28,3708652209.661912,7.902901,5.078203,40.132534,0.000000,0.000000,0.000000,8.440576,-8.944841,0.000000,0.000000,0.000000,4.364926,4.245091,8.440576,-23.821794,-27.649793,-34.718845,-18.749555,-21.738396,-23.977974,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.119836,-4.075649,-4.195485,0.000000,0.000000,0.000000,3.827999,10.897051,7.069052
Wait 2 seconds for relays to settle,29,3708652212.681494,7.881992,1.852167,14.598769,0.000000,0.000000,0.000000,4.179793,-5.862421,0.000000,0.000000,0.000000,4.364926,4.245091,4.179793,18.300055,21.816331,27.791356,16.371627,19.690898,20.354574,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119836,0.185133,0.065297,0.000000,0.000000,0.000000,-3.516276,-9.491301,-5.975025
Connect LCR to U and V,30,3708652212.681494,7.881992,1.852167,14.598769,0.000000,0.000000,0.000000,4.179793,-5.862421,0.000000,0.000000,0.000000,4.364926,4.245091,4.179793,18.300055,21.816331,27.791356,16.371627,19.690898,20.354574,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119836,0.185133,0.065297,0.000000,0.000000,0.000000,-3.516276,-9.491301,-5.975025
Wait 2 seconds for relays to settle,31,3708652215.695501,6.993081,6.021488,42.108754,0.000000,0.000000,0.000000,3.421105,-1.651331,0.000000,0.000000,0.000000,3.421105,4.245091,12.442610,-14.875854,-19.463726,-21.874260,-15.269344,-17.408491,-19.439590,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,-0.823986,-9.021505,-8.197519,0.000000,0.000000,0.000000,4.587872,6.998406,2.410534
Tare the LCR Meter,32,3708652215.695501,6.993081,6.021488,42.108754,0.000000,0.000000,0.000000,3.421105,-1.651331,0.000000,0.000000,0.000000,3.421105,4.245091,12.442610,-14.875854,-19.463726,-21.874260,-15.269344,-17.408491,-19.439590,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,-0.823986,-9.021505,-8.197519,0.000000,0.000000,0.000000,4.587872,6.998406,2.410534
Measure U V Inductance,33,3708652216.702835,3.870964,1.759047,6.809205,0.000000,0.000000,0.000000,-1.039814,15.068561,0.000000,0.000000,0.000000,-1.039814,4.245091,12.442610,-54.244162,-54.947065,-58.685571,-30.026862,-30.975720,-30.349983,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,-5.284904,-13.482424,-8.197519,0.000000,0.000000,0.000000,0.702903,4.441409,3.738506
Preparing to measure inductance between U and W,34,3708652217.707861,7.570216,7.972505,60.353581,0.000000,0.000000,0.000000,-1.977437,7.943723,0.000000,0.000000,0.000000,-1.977437,4.245091,12.442610,-45.622111,-39.808898,-39.090581,-18.123017,-14.793069,-12.697466,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,-6.222528,-14.420047,-8.197519,0.000000,0.000000,0.000000,-5.813213,-6.531530,-0.718317
Disconnect all LCR Relays,35,3708652217.707861,7.570216,7.972505,60.353581,0.000000,0.000000,0.000000,-1.977437,7.943723,0.000000,0.000000,0.000000,-1.977437,4.245091,12.442610,-45.622111,-39.808898,-39.090581,-18.123017,-14.793069,-12.697466,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,-6.222528,-14.420047,-8.197519,0.000000,0.000000,0.000000,-5.813213,-6.531530,-0.718317
Wait 2 seconds for relays to settle,36,3708652220.728996,4.089239,4.505723,18.424978,0.000000,0.000000,0.000000,-5.512223,13.143940,0.000000,0.000000,0.000000,-5.512223,4.245091,12.442610,45.892127,43.263619,39.584737,18.689611,16.465795,13.947268,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.757314,-17.954833,-8.197519,0.000000,0.000000,0.000000,2.628508,6.307390,3.678882
Connect LCR to U and W,37,3708652220.728996,4.089239,4.505723,18.424978,0.000000,0.000000,0.000000,-5.512223,13.143940,0.000000,0.000000,0.000000,-5.512223,4.245091,12.442610,45.892127,43.263619,39.584737,18.689611,16.465795,13.947268,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.757314,-17.954833,-8.197519,0.000000,0.000000,0.000000,2.628508,6.307390,3.678882
Wait 2 seconds for relays to settle,38,3708652223.740765,5.104694,4.355393,22.232947,0.000000,0.000000,0.000000,-0.862488,12.543423,0.000000,0.000000,0.000000,-5.512223,-0.862488,12.442610,-48.724025,-47.340985,-43.289297,-20.901178,-18.909046,-16.639364,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-4.649735,-17.954833,-13.305098,0.000000,0.000000,0.000000,-1.383040,-5.434728,-4.051688
Tare the LCR Meter,39,3708652223.740765,5.104694,4.355393,22.232947,0.000000,0.000000,0.000000,-0.862488,12.543423,0.000000,0.000000,0.000000,-5.512223,-0.862488,12.442610,-48.724025,-47.340985,-43.289297,-20.901178,-18.909046,-16.639364,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-4.649735,-17.954833,-13.305098,0.000000,0.000000,0.000000,-1.383040,-5.434728,-4.051688
Measure U W Inductance,40,3708652224.841707,9.992825,0.411202,4.109072,0.000000,0.000000,0.000000,3.451131,-10.904729,0.000000,0.000000,0.000000,-5.512223,3.451131,12.442610,5.383694,10.627421,15.226015,9.891622,13.222136,14.160198,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-8.963353,-17.954833,-8.991479,0.000000,0.000000,0.000000,-5.243726,-9.842320,-4.598594
Preparing to measure inductance between V and W,41,3708652226.650665,9.474688,7.348330,69.623133,0.000000,0.000000,0.000000,8.947401,-7.890820,0.000000,0.000000,0.000000,-5.512223,8.947401,12.442610,55.800751,54.782377,50.834494,25.683919,23.062506,21.525492,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-14.459624,-17.954833,-3.495209,0.000000,0.000000,0.000000,1.018374,4.966257,3.947883
Disconnect all LCR Relays,42,3708652226.650665,9.474688,7.348330,69.623133,0.000000,0.000000,0.000000,8.947401,-7.890820,0.000000,0.000000,0.000000,-5.512223,8.947401,12.442610,55.800751,54.782377,50.834494,25.683919,23.062506,21.525492,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-14.459624,-17.954833,-3.495209,0.000000,0.000000,0.000000,1.018374,4.966257,3.947883
Wait 2 seconds for relays to settle,43,3708652229.672507,5.899304,9.606719,56.672954,0.000000,0.000000,0.000000,10.194770,-6.578933,0.000000,0.000000,0.000000,-5.512223,10.194770,12.442610,-53.762322,-53.377243,-52.457016,-24.570735,-23.967033,-22.381165,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.706993,-17.954833,-2.247840,0.000000,0.000000,0.000000,-0.385079,-1.305306,-0.920227
Connect LCR to V and W,44,3708652229.672507,5.899304,9.606719,56.672954,0.000000,0.000000,0.000000,10.194770,-6.578933,0.000000,0.000000,0.000000,-5.512223,10.194770,12.442610,-53.762322,-53.377243,-52.457016,-24.570735,-23.967033,-22.381165,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.706993,-17.954833,-2.247840,0.000000,0.000000,0.000000,-0.385079,-1.305306,-0.920227
Wait 2 seconds for relays to settle,45,3708652232.688993,7.020278,2.196022,15.416681,0.000000,0.000000,0.000000,0.989162,-4.032422,0.000000,0.000000,0.000000,-5.512223,10.194770,0.989162,57.660566,54.577335,54.463509,26.676750,24.537855,24.463625,0.111816,3.943069,25.155655,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,-15.706993,-6.501385,9.205609,0.000000,0.000000,0.000000,3.083232,3.197057,0.113826
Tare the LCR Meter,46,3708652232.688993,7.020278,2.196022,15.416681,0.000000,0.000000,0.000000,0.989162,-4.032422,0.000000,0.000000,0.000000,-5.512223,10.194770,0.989162,57.660566,54.577335,54.463509,26.676750,24.537855,24.463625,0.111816,3.943069,25.155655,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,-15.706993,-6.501385,9.205609,0.000000,0.000000,0.000000,3.083232,3.197057,0.113826
Measure V W Inductance,47,3708652233.697337,4.212905,0.469443,1.977721,0.000000,0.000000,0.000000,-1.705988,8.402985,0.000000,0.000000,0.000000,-5.512223,10.194770,-1.705988,19.006120,12.283703,7.277255,2.025407,-0.171211,-2.776552,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,-15.706993,-3.806235,11.900758,0.000000,0.000000,0.000000,6.722417,11.728864,5.006447
Disconnect all LCR Relays,48,3708652233.796874,8.643432,3.038486,26.262948,0.000000,0.000000,0.000000,2.637298,4.397533,0.000000,0.000000,0.000000,-5.512223,10.194770,2.637298,10.798853,7.607074,3.007837,-1.229949,-3.621686,-6.089934,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,-15.706993,-8.149521,7.557472,0.000000,0.000000,0.000000,3.191779,7.791017,4.599238
Preparing to measure Back EMF,49,3708652235.202361,5.967665,6.447764,38.478095,0.000000,0.000000,0.000000,-4.763728,4.470918,0.000000,0.000000,0.000000,-5.512223,10.194770,-4.763728,-54.649325,-56.513546,-55.655304,-30.138580,-29.596535,-30.608358,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.706993,-0.748495,14.958498,0.000000,0.000000,0.000000,1.864221,1.005979,-0.858243
Apply 12.5VDC setpoint to Power Supply,50,3708652235.202361,5.967665,6.447764,38.478095,0.000000,0.000000,0.000000,-4.763728,4.470918,0.000000,0.000000,0.000000,-5.512223,10.194770,-4.763728,-54.649325,-56.513546,-55.655304,-30.138580,-29.596535,-30.608358,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.706993,-0.748495,14.958498,0.000000,0.000000,0.000000,1.864221,1.005979,-0.858243
Apply 5A limit to Power Supply,51,3708652235.305376,1.673157,7.308969,12.229055,0.000000,0.000000,0.000000,-1.074612,13.237080,0.000000,0.000000,0.000000,-5.512223,10.194770,-1.074612,-56.332844,-58.426133,-58.584520,-30.945400,-30.006191,-29.540880,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.706993,-4.437611,11.269382,0.000000,0.000000,0.000000,2.093289,2.251675,0.158386
Set Power Supply Output Enabled,52,3708652235.305376,1.673157,7.308969,12.229055,0.000000,0.000000,0.000000,-1.074612,13.237080,0.000000,0.000000,0.000000,-5.512223,10.194770,-1.074612,-56.332844,-58.426133,-58.584520,-30.945400,-30.006191,-29.540880,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.706993,-4.437611,11.269382,0.000000,0.000000,0.000000,2.093289,2.251675,0.158386
Set PWM Duty Cycle to 10%,53,3708652235.305376,1.673157,7.308969,12.229055,0.000000,0.000000,0.000000,-1.074612,13.237080,0.000000,0.000000,0.000000,-5.512223,10.194770,-1.074612,-56.332844,-58.426133,-58.584520,-30.945400,-30.006191,-29.540880,0.000000,0.000000,Inf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.706993,-4.437611,11.269382,0.000000,0.000000,0.000000,2.093289,2.251675,0.158386
Dwell at 10% Duty Cycle,54,3708652236.306166,9.269894,3.722527,34.507432,12.500000,5.000000,1.000000,-1.790970,6.465895,0.000000,0.000000,0.000000,-5.512223,10.194770,-1.790970,-43.508744,-37.464204,-34.250831,-15.695517,-13.038629,-10.716770,0.000000,0.000000,Inf,10.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-15.706993,-3.721253,11.985740,0.000000,0.000000,0.000000,-6.044541,-9.257913,-3.213372
Set PWM Duty Cycle to 20%,55,3708652236.405899,2.405549,7.244802,17.427728,12.500000,5.000000,1.000000,3.803106,8.670293,0.000000,0.000000,0.000000,-5.512223,10.194770,3.803106,-38.839111,-34.124210,-30.719242,-12.861197,-10.071237,-9.083018,0.000000,0.000000,Inf,20.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-15.706993,-9.315329,6.391664,0.000000,0.000000,0.000000,-4.714902,-8.119870,-3.404968
Dwell at 20% Duty Cycle,56,3708652237.410066,1.944603,6.922739,13.461979,12.500000,5.000000,1.000000,-1.510085,10.746905,0.000000,0.000000,0.000000,-5.512223,10.194770,-1.510085,18.159243,21.085748,26.894969,15.965612,17.733422,19.826313,0.000000,0.000000,Inf,20.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-15.706993,-4.002137,11.704856,0.000000,0.000000,0.000000,-2.926505,-8.735726,-5.809222
